,Brand,Model,Type,Dimension (in),Screen Resolution,CPU Brand,CPU Model,CPU Frequency (GHz),GPU Brand,GPU Model,RAM (GB),HDD,SSD,OS,Weight (kg),Price (Euro)
686,Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,8,True,True,Windows,2.7,1599.0
687,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel,Core i5 8250U,1.6,AMD,Radeon 530,4,False,True,Windows,1.4,818.35
688,Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Nvidia,GeForce GTX 950M,8,True,True,Windows,2.4,799.0
689,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,AMD,Radeon R7 M445,8,True,False,Windows,2.36,638.8
690,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 980M,16,True,True,Windows,4.3,2299.0
691,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,4,True,False,Windows,1.5,1135.15
692,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,4,False,True,Windows,1.5,1166.97
693,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,16,False,True,Windows,2.4,1199.0
694,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,False,True,Windows,1.5,1413.1
695,Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,16,True,True,Windows,2.59,1339.0
696,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,AMD,Radeon R5 M315,4,True,False,Windows,2.24,769.15
697,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,False,True,Windows,2.1,429.0
698,HP,Spectre Pro,Ultrabook,13.3,1920x1080,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,1.16,1969.0
699,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,Core i7 7560U,2.4,Intel,Iris Plus Graphics 640,8,False,True,Windows,1.23,1379.0
700,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 980M,16,True,True,Windows,4.6,2749.99
701,Asus,Rog GL752VW-T4308T,Gaming,17.3,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,8,True,True,Windows,3.52,1312.49
702,HP,Spectre Pro,Notebook,13.3,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,False,True,Windows,1.16,1690.0
703,HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,False,True,Windows,1.43,1513.0
704,Dell,Latitude E5570,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,True,False,Linux,2.09,523.63
705,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,4,True,,Windows,,435.0
706,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,8,False,True,Windows,1.26,1895.0
707,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1060,8,True,,No OS,2.4,989.0
708,HP,Omen -,Gaming,17.3,1920x1080,Intel,Core i5 6300HQ,2.3,Nvidia,GeForce GTX 1060,8,,True,Windows,3.35,1129.0
709,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,True,False,Windows,,629.0
710,HP,250 G6,Ultrabook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,True,Windows,1.84,752.0
711,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,4,True,False,Windows,2.23,616.0
712,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,1920x1080,Intel,Core i7 6500U,2.5,AMD,Radeon R7 M360,16,True,True,Windows,2.5,1099.0
713,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,AMD,Radeon R7 M445,8,True,,Windows,2.5,784.0
714,HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,1.88,2171.72
715,HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,1.26,2296.95
716,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,8,False,True,Windows,2.18,1009.9
717,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,False,True,Windows,1.88,1579.0
718,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,No OS,1.9,339.0
719,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel,Core i5 6200U,2.3,AMD,Radeon R5 M330,8,True,,No OS,2.32,599.0
720,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050Ti,8,True,,Windows,2.62,1199.0
721,Dell,XPS 15,Notebook,15.6,3840x2160,Intel,Core i5 6300HQ,2.3,Nvidia,GeForce 960M,8,False,True,Windows,2.04,2250.68
722,Lenovo,ThinkPad T460s,Ultrabook,14.0,1920x1080,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,12,False,True,Windows,,2299.0
723,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Intel,Core i5 6200U,2.3,AMD,Radeon R5 M330,8,True,True,Windows,2.5,788.49
724,Lenovo,ThinkPad T460,Ultrabook,14.0,1920x1080,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,8,False,True,Windows,1.7,1499.0
725,HP,Pavilion 15-cb003nv,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,8,True,,Windows,2.62,899.0
726,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,8,True,False,Windows,2.2,459.0
727,HP,250 G4,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,True,False,No OS,2.1,476.99
728,Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,8,True,True,Windows,2.62,1498.0
729,Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,,True,Windows,1.95,1390.0
730,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,Nvidia,GeForce 920MX,4,True,False,Windows,2.2,468.0
731,HP,250 G5,Notebook,15.6,1920x1080,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,1.96,679.0
732,HP,ProBook 450,Notebook,15.6,1920x1080,Intel,Core i7 8550U,1.8,Intel,UHD Graphics 620,16,,True,Windows,2.1,1159.0
733,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,,False,No OS,2.1,398.0
734,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,8,True,False,No OS,2.2,709.0
735,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,4,False,True,Windows,2.0,769.0
736,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,1920x1080,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,4,True,True,Windows,2.32,825.0
737,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960,16,False,True,Windows,3.31,1305.0
738,HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,4,,False,Windows,2.07,650.0
739,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce 920M,6,False,True,Windows,1.54,831.0
740,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,Core i7 7500U,2.7,Nvidia,GeForce GT 940MX,8,False,True,Linux,1.98,895.01
741,HP,Pavilion 15-BC000nv,Notebook,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,6,True,False,Windows,2.18,799.0
742,Asus,Rog GL552VW-DM201T,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,8,True,True,Windows,2.591,909.0
743,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,4,False,True,Windows,2.23,691.0
744,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,8,False,True,Linux,1.23,1099.0
745,Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,16,,True,Windows,4.2,2599.0
746,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,8,,False,Windows,2.4,819.0
747,HP,250 G6,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,False,Windows,1.86,485.0
748,HP,Pavilion Power,Notebook,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,12,True,True,Windows,2.21,1327.0
749,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,4,True,False,No OS,1.9,368.0
750,Asus,Rog G752VY-GC229T,Gaming,17.3,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 980M,16,True,True,Windows,4.3,2150.0
751,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,AMD,Radeon R7 M440,4,False,True,Windows,2.3,499.0
752,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel,Core i7 6500U,2.5,Nvidia,GeForce 920MX,8,True,False,No OS,2.2,629.0
753,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,16,False,True,Windows,1.2,2680.0
754,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1060,8,True,,Windows,2.2,1169.0
755,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,AMD,Radeon R7 M445,8,False,,Windows,,889.0
756,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,Windows,1.91,579.0
757,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,Nvidia,GeForce 940MX,8,,False,Windows,3.3,629.0
758,Asus,Rog Strix,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,16,,True,Windows,2.2,2449.0
759,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,16,True,True,Windows,,1749.0
760,Asus,ROG Strix,Gaming,17.3,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,16,True,True,Windows,2.9,1949.0
761,Acer,E5 774G,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,Nvidia,GeForce 940MX,4,True,False,Windows,,598.0
762,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,True,False,No OS,2.8,539.0
763,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960<U+039C>,8,,True,Windows,2.6,1272.0
764,Lenovo,Thinkpad T560,Notebook,15.6,1920x1080,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,8,False,,Windows,2.3,1529.0
765,Dell,Latitude E7270,Ultrabook,12.5,1920x1080,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,8,False,True,Windows,1.26,1713.37
766,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,8,False,True,Windows,1.29,1477.0
767,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 520,4,True,False,Linux,2.18,521.86
768,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,16,True,True,Windows,2.6,1029.0
769,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,8,True,False,Windows,2.3,469.01
770,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Windows,2.1,478.0
771,HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,1.54,2198.19
772,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,True,False,Windows,,737.0
773,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,16,False,True,Windows,1.4,1499.0
774,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,1920x1080,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,8,False,True,Windows,1.45,1280.0
775,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,True,False,Linux,2.4,361.8
776,HP,EliteBook 840,Notebook,14.0,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,4,False,True,Windows,1.54,1099.99
777,Asus,Rog GL553VE-FY052T,Gaming,15.6,1920x1080,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,16,True,True,Windows,2.5,1600.0
778,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,4,True,False,Windows,1.6,875.0
779,Asus,Rog GL502VS,Gaming,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1070,16,True,True,Windows,2.34,2325.0
780,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,1920x1080,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,8,False,True,No OS,2.3,573.0
781,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1920x1080,Intel,Core i3 6100U,2.3,Nvidia,GeForce 920MX,6,False,True,Windows,2.4,569.0
782,Lenovo,ThinkPad L460,Notebook,14.0,1920x1080,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,8,,True,Windows,1.9,1072.0
783,Asus,Rog G752VT-GC073T,Gaming,17.3,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 970M,16,True,True,Windows,,1900.0
784,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,4,,False,Windows,2.29,490.0
785,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Intel,Core i7 6500U,2.5,AMD,Radeon R5 M330,8,True,True,Windows,2.32,895.0
786,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,6,True,False,Windows,,459.0
787,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,8,,,Windows,2.6,899.0
788,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,AMD,Radeon R5 M430,8,True,False,Linux,2.3,805.99
789,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel,Core i7 6500U,2.5,Nvidia,GeForce 920M,4,True,False,Windows,,720.32
790,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel,Core i7 6500U,2.5,AMD,Radeon R5 M330,6,True,False,Windows,,764.0
